stock_code,selling_months,first_month,last_month,span_months,units
85198,13,2009-12,2011-05,18,3859
85199L,25,2009-12,2011-12,25,3455
85199S,25,2009-12,2011-12,25,6022
85200,8,2009-12,2011-04,17,1045
85202,24,2009-12,2011-11,24,1208
85203,25,2009-12,2011-12,25,1463
85204,25,2009-12,2011-12,25,2353
85205A,2,2010-02,2010-03,2,66
85205B,9,2010-01,2011-04,16,241
85206A,13,2009-12,2011-03,16,2327
85206B,6,2009-12,2011-01,14,1538
85208,21,2009-12,2011-11,24,420
85211,19,2009-12,2011-10,23,306
85212,24,2009-12,2011-12,25,2831
85213,20,2009-12,2011-07,20,1378
85214,21,2009-12,2011-08,21,514
85215,20,2009-12,2011-08,21,831
85216,18,2009-12,2011-11,24,2849
85217,10,2009-12,2010-09,10,2869
85218,2,2010-01,2010-02,2,1992
85220,3,2009-12,2010-02,3,12236
85221,6,2009-12,2010-05,6,3558
85222,7,2009-12,2010-06,7,1406
85224,13,2009-12,2011-03,16,2004
85225,10,2009-12,2011-12,25,19
85226A,12,2009-12,2010-11,12,1714
85226C,12,2009-12,2010-11,12,989
85227,25,2009-12,2011-12,25,3440
85230A,21,2009-12,2011-12,25,1992
85230B,23,2009-12,2011-12,25,2120
85230C,1,2009-12,2009-12,1,24
85230D,1,2009-12,2009-12,1,24
85230E,22,2009-12,2011-09,22,2445
85230F,19,2009-12,2011-11,24,2946
85230G,23,2009-12,2011-12,25,1680
85231B,25,2009-12,2011-12,25,2058
85231E,7,2009-12,2010-06,7,836
85231G,23,2009-12,2011-10,23,1480
85231L,6,2009-12,2010-05,6,1039
85232A,18,2009-12,2011-06,19,377
85232B,15,2009-12,2011-02,15,3086
85232C,1,2010-01,2010-01,1,1
85232D,23,2009-12,2011-12,25,702
90000A,13,2009-12,2011-11,24,33
90000B,14,2009-12,2011-07,20,29
90000C,2,2009-12,2010-01,2,2
90000D,18,2009-12,2011-11,24,51
90001A,10,2009-12,2011-10,23,11
90001B,8,2010-01,2011-11,23,13
90001C,7,2009-12,2011-10,23,11
90001D,9,2009-12,2011-10,23,20
90002A,8,2009-12,2010-11,12,36
90002B,5,2009-12,2010-10,11,22
90002C,9,2009-12,2010-08,9,33
90002D,15,2009-12,2011-05,18,104
90002E,8,2009-12,2010-08,9,18
90003B,15,2009-12,2011-11,24,44
90003C,19,2009-12,2011-12,25,51
90003D,15,2009-12,2011-11,24,60
90003E,14,2009-12,2011-12,25,32
90004A,1,2009-12,2009-12,1,1
90005A,15,2009-12,2011-04,17,106
90010A,15,2009-12,2011-12,25,49
90010B,14,2009-12,2011-04,17,63
90010E,16,2009-12,2011-12,25,56
90011A,9,2009-12,2011-11,24,15
90011B,10,2009-12,2011-11,24,20
90011C,7,2009-12,2011-11,24,12
90011D,5,2009-12,2011-11,24,5
90011E,7,2009-12,2011-09,22,8
90012A,6,2009-12,2011-10,23,13
90012B,6,2009-12,2011-11,24,17
90013A,21,2009-12,2011-12,25,115
90013B,23,2009-12,2011-11,24,104
90013C,22,2009-12,2011-12,25,88
90013D,10,2010-01,2011-06,18,46
90013E,2,2009-12,2010-01,2,2
90014A,20,2009-12,2011-12,25,55
90014B,17,2009-12,2011-10,23,34
90014C,13,2009-12,2011-11,24,29
90016A,15,2009-12,2011-10,23,29
90016B,18,2009-12,2011-12,25,37
90016C,9,2010-01,2011-12,24,17
90018A,20,2009-12,2011-12,25,75
90018B,18,2009-12,2011-12,25,39
90018C,12,2009-12,2011-11,24,28
90019A,23,2009-12,2011-12,25,68
90019B,17,2010-01,2011-12,24,32
90019C,18,2009-12,2011-12,25,40
90020,4,2009-12,2011-08,21,6
90021,3,2010-08,2011-04,9,5
90022,17,2009-12,2011-12,25,37
90023,14,2009-12,2011-11,24,31
90024A,4,2010-01,2010-11,11,5
90024B,13,2009-12,2011-12,25,25
90024C,9,2009-12,2011-07,20,11
90024D,10,2009-12,2011-09,22,15
90024E,8,2009-12,2011-03,16,16
90024F,6,2010-04,2011-11,20,8
90025A,2,2011-04,2011-10,7,2
90025B,3,2010-03,2011-04,14,3
90025C,5,2010-02,2010-10,9,6
90025D,5,2010-02,2011-09,20,5
90025E,6,2009-12,2011-06,19,7
90025F,6,2010-01,2011-10,22,8
90026A,7,2010-03,2011-06,16,11
90026B,6,2009-12,2011-03,16,8
90026C,6,2009-12,2011-11,24,8
90026D,8,2010-06,2011-11,18,10
90027A,4,2010-03,2011-08,18,9
90027B,7,2009-12,2011-11,24,13
90027C,8,2009-12,2011-11,24,14
90027D,8,2009-12,2011-12,25,23
90028,15,2009-12,2011-11,24,29
90029,9,2009-12,2011-08,21,23
90030A,7,2009-12,2011-11,24,79
90030B,16,2009-12,2011-12,25,139
90030C,11,2009-12,2011-11,24,87
90031,8,2009-12,2011-11,24,52
90032,13,2010-01,2011-10,22,48
90033,13,2009-12,2011-11,24,22
90034,4,2009-12,2011-04,17,5
90035A,8,2009-12,2011-04,17,24
90035B,2,2009-12,2010-06,7,43
90035C,3,2009-12,2011-05,18,28
90036A,11,2009-12,2011-08,21,27
90036B,8,2010-01,2011-08,20,18
90036C,11,2009-12,2011-12,25,31
90036D,12,2009-12,2011-06,19,38
90036E,19,2009-12,2011-10,23,45
90036F,9,2009-12,2011-03,16,24
90037A,11,2009-12,2011-01,14,26
90037B,8,2010-03,2011-12,22,28
90037C,11,2009-12,2011-12,25,26
90037D,4,2009-12,2010-06,7,14
90038A,16,2009-12,2011-11,24,36
90038B,10,2009-12,2011-12,25,21
90038C,9,2009-12,2011-09,22,19
90039A,5,2009-12,2011-12,25,10
90039B,10,2010-01,2011-07,19,21
90039C,9,2009-12,2011-12,25,23
90039D,16,2009-12,2011-12,25,43
90040A,14,2009-12,2011-03,16,53
90040B,13,2009-12,2011-05,18,71
90040C,12,2009-12,2011-12,25,41
90040D,8,2009-12,2010-09,10,41
90041,6,2009-12,2011-12,25,7
90042A,12,2009-12,2011-04,17,63
90042B,5,2009-12,2010-11,12,17
90042C,7,2010-06,2011-01,8,59
90043,5,2009-12,2011-10,23,10
90046,5,2010-03,2011-07,17,13
90048,6,2009-12,2011-07,20,31
90049,5,2010-05,2011-11,19,20
90050,6,2010-01,2011-11,23,10
90051,8,2010-06,2011-10,17,15
90052,5,2009-12,2011-11,24,7
90053,9,2010-01,2011-10,22,10
90054,12,2009-12,2011-12,25,17
90055,9,2010-01,2011-12,24,10
90056,9,2009-12,2011-12,25,19
90057,13,2009-12,2011-12,25,1804
90058A,9,2009-12,2011-11,24,576
90058B,14,2009-12,2011-12,25,1082
90059A,19,2009-12,2011-12,25,94
90059B,11,2010-01,2011-12,24,27
90059C,13,2009-12,2011-12,25,41
90059D,21,2009-12,2011-12,25,64
90059E,16,2009-12,2011-12,25,53
90059F,18,2009-12,2011-12,25,48
90060B,4,2009-12,2010-12,13,6
90060C,3,2009-12,2010-07,8,7
90060D,6,2009-12,2010-12,13,12
90060F,13,2009-12,2011-11,24,28
90062,16,2009-12,2011-04,17,204
90063A,10,2010-06,2011-11,18,21
90063B,9,2009-12,2011-11,24,20
90064A,8,2010-01,2011-11,23,20
90064B,10,2009-12,2011-10,23,21
90065A,8,2009-12,2011-06,19,26
90065B,9,2009-12,2011-11,24,22
90066A,2,2010-07,2010-10,4,5
90067A,12,2009-12,2011-11,24,33
90067B,5,2009-12,2011-07,20,16
90068,2,2010-09,2011-03,7,2
90069,4,2009-12,2011-11,24,11
90070,18,2009-12,2011-11,24,63
90071,22,2009-12,2011-12,25,87
90072,19,2009-12,2011-12,25,44
90073,19,2009-12,2011-12,25,50
90074,6,2010-03,2011-11,21,7
90075,5,2010-03,2011-11,21,10
90076,7,2010-01,2011-11,23,12
90077,4,2009-12,2011-09,22,5
90078,4,2010-02,2010-12,11,9
90079,11,2009-12,2011-10,23,21
90081A,18,2009-12,2011-12,25,49
90081B,3,2010-10,2011-05,8,7
90081C,18,2009-12,2011-12,25,50
90082A,20,2009-12,2011-12,25,55
90082B,15,2009-12,2011-12,25,58
90082C,2,2010-01,2010-02,2,3
90082D,14,2009-12,2011-11,24,103
90083,8,2009-12,2011-12,25,52
90084,5,2009-12,2011-03,16,64
90085,14,2009-12,2011-12,25,311
90086,18,2010-03,2011-12,22,216
90087,23,2009-12,2011-12,25,311
90088,7,2009-12,2010-11,12,101
90089,14,2009-12,2011-12,25,104
90090,8,2009-12,2010-11,12,263
90091,2,2010-05,2010-10,6,3
90092,7,2009-12,2011-01,14,102
90093,17,2009-12,2011-12,25,209
90094,12,2010-06,2011-12,19,74
90095,3,2010-03,2010-06,4,8
90096,18,2010-01,2011-11,23,104
90098,15,2009-12,2011-11,24,137
90099,9,2009-12,2011-12,25,42
90100,8,2009-12,2011-02,15,30
90101,18,2009-12,2011-12,25,52
90102,4,2010-01,2011-06,18,19
90103,13,2009-12,2011-12,25,44
90104,10,2010-06,2011-04,11,129
90108,15,2010-01,2011-12,24,109
90111,4,2009-12,2010-03,4,7
90112,12,2009-12,2010-12,13,84
90114,19,2010-02,2011-12,23,205
90115,12,2009-12,2011-06,19,108
90116,20,2010-02,2011-12,23,106
90118,13,2010-06,2011-12,19,42
90119,15,2010-06,2011-12,19,97
90120A,14,2009-12,2011-01,14,93
90120B,22,2009-12,2011-12,25,107
90120C,20,2009-12,2011-12,25,109
90120D,13,2009-12,2011-02,15,134
90121B,2,2009-12,2010-01,2,19
90122A,15,2010-01,2011-11,23,55
90122B,14,2009-12,2011-09,22,46
90122C,18,2009-12,2011-12,25,54
90123A,13,2009-12,2011-10,23,36
90123B,10,2010-01,2011-08,20,26
90123C,9,2009-12,2011-08,21,27
90123D,12,2009-12,2011-11,24,29
90124A,13,2009-12,2011-10,23,30
90124B,18,2009-12,2011-11,24,39
90124C,12,2009-12,2011-11,24,22
90125A,9,2009-12,2011-07,20,149
90125B,9,2009-12,2011-12,25,44
90125C,4,2009-12,2011-05,18,92
90125D,13,2009-12,2011-07,20,136
90125E,7,2009-12,2011-05,18,18
90126A,5,2009-12,2010-12,13,20
90126B,2,2009-12,2010-03,4,3
90126C,4,2009-12,2011-07,20,21
90127A,2,2010-11,2011-07,9,14
90127B,2,2010-02,2010-09,8,2
90128A,7,2010-01,2011-07,19,31
90128B,5,2010-01,2010-12,12,18
90128C,6,2009-12,2011-09,22,17
90128D,7,2010-02,2011-02,13,13
90129A,20,2009-12,2011-10,23,151
90129B,22,2009-12,2011-12,25,146
90129C,19,2009-12,2011-12,25,107
90129D,15,2009-12,2011-10,23,67
90129E,19,2009-12,2011-11,24,129
90129F,19,2009-12,2011-12,25,81
90130A,10,2009-12,2011-11,24,28
90130B,21,2009-12,2011-12,25,64
90130C,14,2009-12,2011-12,25,25
90130D,7,2010-01,2011-11,23,13
90131,5,2009-12,2011-06,19,10
90132,7,2009-12,2011-08,21,7
90133,14,2009-12,2011-12,25,47
90134,24,2009-12,2011-12,25,126
90135,3,2010-11,2011-04,6,9
90135A,4,2010-03,2011-04,14,11
90136,3,2010-11,2011-04,6,4
90137,8,2009-12,2011-07,20,26
90138,12,2009-12,2011-12,25,24
90139,3,2009-12,2010-03,4,23
90140,7,2009-12,2011-08,21,9
90141A,10,2009-12,2011-11,24,20
90141B,9,2009-12,2011-12,25,13
90141C,10,2009-12,2011-11,24,16
90141D,5,2010-01,2011-07,19,7
90141E,5,2009-12,2011-10,23,10
90142A,4,2010-06,2010-12,7,5
90142B,1,2010-11,2010-11,1,1
90142C,1,2010-11,2010-11,1,1
90142D,4,2010-11,2011-10,12,11
90143,20,2009-12,2011-12,25,79
90144,19,2009-12,2011-11,24,53
90145,21,2009-12,2011-12,25,75
90146,12,2009-12,2011-12,25,41
90147,18,2009-12,2011-11,24,93
90148,14,2009-12,2011-09,22,27
90149,8,2010-01,2011-12,24,62
90150,7,2009-12,2010-09,10,13
90151,7,2009-12,2011-11,24,16
90152A,7,2009-12,2011-11,24,7
90152B,4,2009-12,2010-12,13,6
90152C,4,2010-04,2011-02,11,7
90154,7,2010-06,2011-11,18,59
90155,14,2009-12,2011-12,25,30
90156,8,2010-01,2011-09,21,25
90157,12,2010-01,2011-11,23,53
90158,23,2009-12,2011-12,25,77
90159,13,2009-12,2011-11,24,38
90160A,18,2010-01,2011-12,24,52
90160B,19,2009-12,2011-11,24,71
90160C,22,2009-12,2011-12,25,97
90160D,15,2009-12,2011-11,24,76
90161A,20,2009-12,2011-12,25,70
90161B,21,2009-12,2011-12,25,147
90161C,23,2009-12,2011-12,25,169
90161D,21,2009-12,2011-12,25,138
90162A,7,2010-01,2011-11,23,30
90162B,11,2010-03,2011-11,21,55
90162C,12,2010-03,2011-10,20,42
90162D,8,2010-01,2011-10,22,29
90163A,14,2009-12,2011-12,25,37
90163B,7,2009-12,2011-12,25,13
90164A,16,2009-12,2011-12,25,40
90164B,19,2009-12,2011-12,25,67
90165A,14,2009-12,2011-11,24,42
90165B,16,2009-12,2011-12,25,52
90166,18,2009-12,2011-12,25,40
90167,12,2009-12,2010-12,13,2197
90168,12,2009-12,2011-12,25,42
90169,15,2009-12,2011-12,25,39
90170,21,2009-12,2011-12,25,150
90171,4,2009-12,2010-03,4,47
90173,19,2009-12,2011-10,23,81
90174,16,2009-12,2011-12,25,50
90175A,23,2009-12,2011-12,25,107
90175B,15,2009-12,2011-11,24,36
90175C,10,2009-12,2011-11,24,37
90175D,20,2009-12,2011-12,25,58
90176A,7,2009-12,2011-11,24,10
90176B,3,2010-11,2011-11,13,5
90176C,6,2009-12,2011-08,21,10
90176D,7,2009-12,2011-11,24,11
90176E,3,2011-08,2011-12,5,4
90177A,12,2009-12,2011-12,25,19
90177B,14,2009-12,2011-12,25,31
90177C,16,2009-12,2011-12,25,37
90177D,15,2009-12,2011-12,25,46
90177E,14,2009-12,2011-11,24,28
90178A,10,2009-12,2011-10,23,27
90178B,9,2009-12,2010-12,13,16
90179A,6,2010-01,2011-12,24,12
90179B,6,2009-12,2011-12,25,11
90179C,10,2010-06,2011-12,19,19
90180A,15,2009-12,2011-11,24,44
90180B,10,2009-12,2011-12,25,18
90181A,11,2010-01,2011-11,23,14
90181B,14,2009-12,2011-12,25,25
90181C,4,2009-12,2011-04,17,5
90182A,6,2010-11,2011-12,14,9
90182B,4,2009-12,2011-12,25,6
90182C,10,2009-12,2011-12,25,19
90183A,15,2010-01,2011-12,24,53
90183B,15,2009-12,2011-12,25,28
90183C,10,2009-12,2011-12,25,14
90184A,14,2009-12,2011-11,24,42
90184B,18,2009-12,2011-12,25,69
90184C,18,2009-12,2011-12,25,73
90185A,15,2009-12,2011-11,24,55
90185B,15,2009-12,2011-12,25,67
90185C,14,2009-12,2011-10,23,64
90185D,13,2009-12,2011-06,19,69
90186A,14,2009-12,2011-11,24,69
90186B,16,2009-12,2011-11,24,57
90187A,7,2009-12,2011-02,15,8
90187B,12,2009-12,2011-12,25,21
90188,14,2009-12,2011-12,25,23
90189A,7,2010-01,2011-11,23,11
90189B,2,2010-02,2010-04,3,3
90190A,13,2009-12,2011-11,24,44
90190B,13,2009-12,2011-11,24,45
90190C,16,2009-12,2011-11,24,55
90191,15,2009-12,2011-12,25,40
90192,20,2009-12,2011-12,25,94
90194,15,2009-12,2011-10,23,32
90195A,15,2009-12,2011-12,25,70
90195B,13,2009-12,2011-11,24,52
90196A,7,2009-12,2011-11,24,19
90196B,9,2009-12,2011-11,24,19
90197B,20,2009-12,2011-12,25,64
90197D,3,2010-02,2010-04,3,9
90198A,24,2009-12,2011-12,25,144
90198B,23,2009-12,2011-12,25,104
90199A,11,2009-12,2011-11,24,22
90199B,13,2009-12,2011-12,25,36
90199C,15,2009-12,2011-11,24,99
90199D,12,2009-12,2011-11,24,22
90200A,23,2009-12,2011-12,25,177
90200B,24,2009-12,2011-12,25,183
90200C,16,2009-12,2011-03,16,206
90200D,24,2009-12,2011-12,25,327
90200E,24,2009-12,2011-12,25,209
90201A,22,2009-12,2011-12,25,130
90201B,24,2009-12,2011-12,25,154
90201C,22,2009-12,2011-12,25,119
90201D,24,2009-12,2011-12,25,133
90202A,13,2010-02,2011-12,23,31
90202B,12,2009-12,2011-12,25,24
90202C,15,2009-12,2011-12,25,31
90202D,17,2009-12,2011-12,25,48
90203,10,2009-12,2010-10,11,71
90204,17,2009-12,2011-12,25,50
90205A,12,2009-12,2011-11,24,38
90205C,16,2009-12,2011-11,24,78
90206A,9,2009-12,2011-12,25,16
90206C,19,2009-12,2011-12,25,80
90208,19,2009-12,2011-12,25,159
90209A,8,2009-12,2011-11,24,173
90209B,22,2009-12,2011-10,23,380
90209C,22,2009-12,2011-10,23,399
90210A,12,2009-12,2011-12,25,88
90210B,13,2009-12,2011-12,25,102
90210C,9,2009-12,2011-12,25,118
90210D,12,2009-12,2011-11,24,142
90211A,11,2009-12,2011-12,25,28
90211B,12,2009-12,2011-11,24,35
90212B,14,2009-12,2011-05,18,37
90212C,7,2009-12,2011-09,22,15
90214A,23,2009-12,2011-12,25,213
90214B,17,2009-12,2011-12,25,75
90214C,21,2009-12,2011-12,25,165
90214D,24,2009-12,2011-12,25,100
90214E,22,2009-12,2011-12,25,142
90214F,15,2009-12,2011-12,25,44
90214G,21,2009-12,2011-12,25,100
90214H,19,2009-12,2011-12,25,83
90214I,14,2009-12,2011-12,25,62
90214J,21,2009-12,2011-12,25,157
90214K,24,2009-12,2011-12,25,154
90214L,19,2009-12,2011-12,25,176
90214M,20,2009-12,2011-12,25,138
90214N,21,2009-12,2011-12,25,78
90214O,9,2009-12,2011-12,25,36
90214P,16,2009-12,2011-12,25,77
90214R,18,2009-12,2011-12,25,91
90214S,21,2009-12,2011-12,25,184
90214T,15,2009-12,2011-12,25,57
90214U,2,2010-11,2011-12,14,13
90214V,16,2010-02,2011-12,23,38
90214W,7,2010-06,2011-12,19,19
90214Y,7,2010-11,2011-12,14,68
90214Z,13,2009-12,2011-12,25,31
DCGS0003,8,2009-12,2011-05,18,13
DCGS0004,4,2009-12,2011-04,17,4
DCGS0037,1,2010-06,2010-06,1,1
DCGS0041,1,2010-06,2010-06,1,1
DCGS0044,1,2009-12,2009-12,1,1
DCGS0058,10,2009-12,2010-10,11,42
DCGS0062,1,2010-10,2010-10,1,1
DCGS0066N,1,2009-12,2009-12,1,2
DCGS0068,2,2009-12,2010-01,2,2
DCGS0069,4,2010-03,2011-01,11,5
DCGS0070,2,2010-04,2010-12,9,2
DCGS0072,1,2009-12,2009-12,1,4
DCGS0075,1,2010-04,2010-04,1,1
DCGS0076,9,2009-12,2010-12,13,17
DCGSSBOY,11,2010-06,2011-12,19,77
DCGSSGIRL,11,2010-06,2011-11,18,92
