stock_code,description,forecast_origin,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,uncertainty_ratio,abc_class,last_month_units,ma3_units,months_since_last_sale,product_age_months,status,run_id
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2011-11,2011-12,M2_gbm_poisson,159.758294,8.023905,abc_group,5,1.645000,13.199324,173,0.050225,C,257,190.333333,1,6,Forecast,20260818T075922Z-deb02f
23122,PARTY CHARMS 50 PIECES,2011-11,2011-12,M2_gbm_poisson,135.608719,8.023905,abc_group,5,1.645000,13.199324,149,0.059170,C,196,148.333333,1,6,Forecast,20260818T075922Z-deb02f
23123,COCKTAIL SWORDS 50 PIECES,2011-11,2011-12,M2_gbm_poisson,70.307396,8.023905,abc_group,5,1.645000,13.199324,84,0.114126,C,111,111.000000,1,6,Forecast,20260818T075922Z-deb02f
23124,18PC WOODEN CUTLERY SET DISPOSABLE,2011-11,2011-12,M2_gbm_poisson,20.896748,8.023905,abc_group,5,1.645000,13.199324,35,0.383979,C,1,9.000000,1,6,Forecast,20260818T075922Z-deb02f
23125,6PC WOOD PLATE SET DISPOSABLE,2011-11,2011-12,M2_gbm_poisson,19.476745,8.023905,abc_group,5,1.645000,13.199324,33,0.411974,C,5,9.666667,1,6,Forecast,20260818T075922Z-deb02f
23126,FELTCRAFT GIRL AMELIE KIT,2011-11,2011-12,M2_gbm_poisson,106.429472,38.713651,product,8,1.645000,63.683956,171,0.363749,B,213,177.666667,1,9,Forecast,20260818T075922Z-deb02f
23127,FELTCRAFT GIRL NICOLE KIT,2011-11,2011-12,M2_gbm_poisson,83.354497,40.200180,product,8,1.645000,66.129296,150,0.482280,B,146,101.333333,1,9,Forecast,20260818T075922Z-deb02f
23128,FELTCRAFT BOY JEAN-PAUL KIT,2011-11,2011-12,M2_gbm_poisson,54.542875,27.273168,product,8,1.645000,44.864362,100,0.500032,B,57,46.333333,1,9,Forecast,20260818T075922Z-deb02f
23129,HEART SHAPED HOLLY WREATH,2011-11,2011-12,M2_gbm_poisson,127.330974,13.594034,product,6,1.645000,22.362185,150,0.106761,C,249,286.333333,1,7,Forecast,20260818T075922Z-deb02f
23130,MISTLETOE HEART WREATH GREEN,2011-11,2011-12,M2_gbm_poisson,134.054153,93.796096,product,6,1.645000,154.294578,289,0.699688,C,268,240.666667,1,7,Forecast,20260818T075922Z-deb02f
23131,MISTLETOE HEART WREATH CREAM,2011-11,2011-12,M2_gbm_poisson,75.059874,104.716038,product,7,1.645000,172.257883,248,1.395100,C,107,133.666667,1,8,Forecast,20260818T075922Z-deb02f
23132,SMALL IVORY HEART WALL ORGANISER,2011-11,2011-12,M2_gbm_poisson,92.776506,31.971824,product,7,1.645000,52.593651,146,0.344611,C,217,240.000000,1,8,Forecast,20260818T075922Z-deb02f
23133,LARGE IVORY HEART WALL ORGANISER,2011-11,2011-12,M2_gbm_poisson,86.811279,30.455124,product,7,1.645000,50.098680,137,0.350820,C,164,178.000000,1,8,Forecast,20260818T075922Z-deb02f
23134,LARGE ZINC HEART WALL ORGANISER,2011-11,2011-12,M2_gbm_poisson,4.450026,217.200010,product,7,1.645000,357.294017,362,48.808711,B,0,0.666667,3,8,Forecast,20260818T075922Z-deb02f
23135,SMALL ZINC HEART WALL ORGANISER,2011-11,2011-12,M2_gbm_poisson,30.421745,260.832780,product,7,1.645000,429.069923,460,8.573893,C,1,148.333333,1,8,Forecast,20260818T075922Z-deb02f
23136,IVORY WIRE SWEETHEART LETTER TRAY,2011-11,2011-12,M2_gbm_poisson,19.148327,13.224644,product,7,1.645000,21.754539,41,0.690642,C,7,10.000000,1,8,Forecast,20260818T075922Z-deb02f
23137,ZINC WIRE SWEETHEART LETTER TRAY,2011-11,2011-12,M2_gbm_poisson,30.095673,3.905020,product,7,1.645000,6.423758,37,0.129754,C,10,6.666667,1,8,Forecast,20260818T075922Z-deb02f
23138,SINGLE WIRE HOOK IVORY HEART,2011-11,2011-12,M2_gbm_poisson,50.648102,45.855484,product,7,1.645000,75.432271,127,0.905374,C,38,46.000000,1,8,Forecast,20260818T075922Z-deb02f
23139,SINGLE WIRE HOOK PINK HEART,2011-11,2011-12,M2_gbm_poisson,34.641030,23.680087,product,7,1.645000,38.953743,74,0.683585,C,26,12.666667,1,8,Forecast,20260818T075922Z-deb02f
23140,TRIPLE WIRE HOOK IVORY HEART,2011-11,2011-12,M2_gbm_poisson,64.154996,38.473470,product,7,1.645000,63.288858,128,0.599696,C,1,10.666667,1,8,Forecast,20260818T075922Z-deb02f
23141,TRIPLE WIRE HOOK PINK HEART,2011-11,2011-12,M2_gbm_poisson,6.020482,19.555197,product,7,1.645000,32.168300,39,3.248112,C,1,1.333333,1,8,Forecast,20260818T075922Z-deb02f
23142,IVORY WIRE KITCHEN ORGANISER,2011-11,2011-12,M2_gbm_poisson,13.362281,5.890666,product,7,1.645000,9.690146,24,0.440843,C,2,4.000000,1,8,Forecast,20260818T075922Z-deb02f
23143,ZINC WIRE KITCHEN ORGANISER,2011-11,2011-12,M2_gbm_poisson,7.420354,7.320263,product,6,1.645000,12.041833,20,0.986511,C,4,1.333333,1,7,Forecast,20260818T075922Z-deb02f
23144,ZINC T-LIGHT HOLDER STARS SMALL,2011-11,2011-12,M2_gbm_poisson,329.422946,101.725337,product,7,1.645000,167.338180,497,0.308799,B,768,645.666667,1,8,Forecast,20260818T075922Z-deb02f
23145,ZINC T-LIGHT HOLDER STAR LARGE,2011-11,2011-12,M2_gbm_poisson,122.873630,139.551652,product,7,1.645000,229.562468,353,1.135733,C,233,287.333333,1,8,Forecast,20260818T075922Z-deb02f
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2011-11,2011-12,M2_gbm_poisson,70.256386,59.436693,product,7,1.645000,97.773359,169,0.845997,C,93,89.666667,1,8,Forecast,20260818T075922Z-deb02f
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2011-11,2011-12,M2_gbm_poisson,123.100105,104.554879,product,7,1.645000,171.992777,296,0.849348,C,162,199.000000,1,8,Forecast,20260818T075922Z-deb02f
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2011-11,2011-12,M2_gbm_poisson,142.373504,110.800035,product,7,1.645000,182.266058,325,0.778235,C,277,219.333333,1,8,Forecast,20260818T075922Z-deb02f
23149,ANTIQUE IVORY WIRE BOWL SMALL,2011-11,2011-12,M2_gbm_poisson,21.740588,7.871939,product,6,1.645000,12.949339,35,0.362085,C,9,8.333333,1,7,Forecast,20260818T075922Z-deb02f
23150,IVORY SWEETHEART SOAP DISH,2011-11,2011-12,M2_gbm_poisson,38.007063,7.486092,product,7,1.645000,12.314622,51,0.196966,C,26,18.666667,1,8,Forecast,20260818T075922Z-deb02f
23151,ZINC SWEETHEART SOAP DISH,2011-11,2011-12,M2_gbm_poisson,13.143213,6.487042,product,6,1.645000,10.671184,24,0.493566,C,3,3.333333,1,7,Forecast,20260818T075922Z-deb02f
23152,IVORY SWEETHEART WIRE LETTER RACK,2011-11,2011-12,M2_gbm_poisson,50.293741,56.774536,product,7,1.645000,93.394112,144,1.128859,C,35,65.000000,1,8,Forecast,20260818T075922Z-deb02f
23153,ZINC SWEETHEART WIRE LETTER RACK,2011-11,2011-12,M2_gbm_poisson,42.170691,20.977604,product,7,1.645000,34.508158,77,0.497445,C,40,29.333333,1,8,Forecast,20260818T075922Z-deb02f
23154,SET OF 4 JAM JAR MAGNETS,2011-11,2011-12,M2_gbm_poisson,207.946235,83.429757,product,8,1.645000,137.241950,346,0.401208,B,461,346.666667,1,9,Forecast,20260818T075922Z-deb02f
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,2011-11,2011-12,M2_gbm_poisson,79.064161,83.780985,product,8,1.645000,137.819720,217,1.059658,B,175,154.333333,1,9,Forecast,20260818T075922Z-deb02f
23156,SET OF 5 MINI GROCERY MAGNETS,2011-11,2011-12,M2_gbm_poisson,114.686985,81.465238,product,8,1.645000,134.010316,249,0.710327,B,159,205.666667,1,9,Forecast,20260818T075922Z-deb02f
23157,SET OF 6 NATIVITY MAGNETS,2011-11,2011-12,M2_gbm_poisson,282.783262,207.091866,product,8,1.645000,340.666120,624,0.732334,C,669,663.000000,1,9,Forecast,20260818T075922Z-deb02f
23158,SET OF 5 LUCKY CAT MAGNETS,2011-11,2011-12,M2_gbm_poisson,189.036182,95.406200,product,8,1.645000,156.943198,346,0.504698,B,295,310.666667,1,9,Forecast,20260818T075922Z-deb02f
23159,SET OF 5 PANCAKE DAY MAGNETS,2011-11,2011-12,M2_gbm_poisson,144.942939,144.412727,product,8,1.645000,237.558936,383,0.996342,B,236,219.333333,1,9,Forecast,20260818T075922Z-deb02f
23160,REGENCY TEA SPOON,2011-11,2011-12,M2_gbm_poisson,57.877623,105.468309,product,6,1.645000,173.495369,232,1.822264,C,33,139.333333,1,7,Forecast,20260818T075922Z-deb02f
23161,REGENCY CAKE FORK,2011-11,2011-12,M2_gbm_poisson,91.207895,140.171898,product,6,1.645000,230.582772,322,1.536840,C,78,152.666667,1,7,Forecast,20260818T075922Z-deb02f
23162,REGENCY TEA STRAINER,2011-11,2011-12,M2_gbm_poisson,101.227237,110.213815,product,7,1.645000,181.301726,283,1.088776,B,149,216.333333,1,8,Forecast,20260818T075922Z-deb02f
23163,REGENCY SUGAR TONGS,2011-11,2011-12,M2_gbm_poisson,93.864503,97.954196,product,7,1.645000,161.134652,255,1.043570,C,70,211.333333,1,8,Forecast,20260818T075922Z-deb02f
23164,REGENCY CAKE SLICE,2011-11,2011-12,M2_gbm_poisson,63.326251,64.375307,product,6,1.645000,105.897381,170,1.016566,C,96,79.333333,1,7,Forecast,20260818T075922Z-deb02f
23165,LARGE CERAMIC TOP STORAGE JAR,2011-11,2011-12,M2_gbm_poisson,206.589958,44.313209,product,6,1.645000,72.895229,280,0.214498,B,340,333.333333,1,7,Forecast,20260818T075922Z-deb02f
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-11,2011-12,M2_gbm_poisson,313.815004,165.418056,product,10,1.645000,272.112702,586,0.527120,A,659,418.333333,1,11,Forecast,20260818T075922Z-deb02f
23167,SMALL CERAMIC TOP STORAGE JAR,2011-11,2011-12,M2_gbm_poisson,269.834832,141.193780,product,6,1.645000,232.263768,503,0.523260,B,627,544.000000,1,7,Forecast,20260818T075922Z-deb02f
23168,CLASSIC CAFE SUGAR DISPENSER,2011-11,2011-12,M2_gbm_poisson,281.937349,186.562081,product,6,1.645000,306.894624,589,0.661715,C,624,489.000000,1,7,Forecast,20260818T075922Z-deb02f
23169,CLASSIC GLASS COOKIE JAR,2011-11,2011-12,M2_gbm_poisson,183.366751,51.559861,product,6,1.645000,84.815972,269,0.281184,C,316,298.333333,1,7,Forecast,20260818T075922Z-deb02f
23170,REGENCY TEA PLATE ROSES,2011-11,2011-12,M2_gbm_poisson,338.298916,304.326037,product,6,1.645000,500.616331,839,0.899577,B,312,654.333333,1,7,Forecast,20260818T075922Z-deb02f
23171,REGENCY TEA PLATE GREEN,2011-11,2011-12,M2_gbm_poisson,320.748778,280.990580,product,6,1.645000,462.229505,783,0.876046,B,335,531.333333,1,7,Forecast,20260818T075922Z-deb02f
23172,REGENCY TEA PLATE PINK,2011-11,2011-12,M2_gbm_poisson,183.876688,209.536748,product,6,1.645000,344.687950,529,1.139550,B,221,424.666667,1,7,Forecast,20260818T075922Z-deb02f
23173,REGENCY TEAPOT ROSES,2011-11,2011-12,M2_gbm_poisson,149.294921,258.836385,product,6,1.645000,425.785854,576,1.733725,A,117,219.333333,1,7,Forecast,20260818T075922Z-deb02f
23174,REGENCY SUGAR BOWL GREEN,2011-11,2011-12,M2_gbm_poisson,144.584781,273.140806,product,6,1.645000,449.316627,594,1.889139,B,114,205.333333,1,7,Forecast,20260818T075922Z-deb02f
23175,REGENCY MILK JUG PINK,2011-11,2011-12,M2_gbm_poisson,169.573925,295.863949,product,6,1.645000,486.696197,657,1.744749,B,151,232.666667,1,7,Forecast,20260818T075922Z-deb02f
23176,ABC TREASURE BOOK BOX,2011-11,2011-12,M2_gbm_poisson,234.816346,239.320032,product,8,1.645000,393.681452,629,1.019180,B,568,335.333333,1,9,Forecast,20260818T075922Z-deb02f
23177,TREASURE ISLAND BOOK BOX,2011-11,2011-12,M2_gbm_poisson,249.117869,178.931139,product,8,1.645000,294.341724,544,0.718259,B,601,321.000000,1,9,Forecast,20260818T075922Z-deb02f
23178,JAM CLOCK MAGNET,2011-11,2011-12,M2_gbm_poisson,38.244724,34.268742,product,8,1.645000,56.372081,95,0.896038,C,32,27.333333,1,9,Forecast,20260818T075922Z-deb02f
23179,CLOCK MAGNET MUM'S KITCHEN,2011-11,2011-12,M2_gbm_poisson,42.645746,45.727239,product,8,1.645000,75.221308,118,1.072258,C,50,20.000000,1,9,Forecast,20260818T075922Z-deb02f
23180,MUM'S KITCHEN CLOCK,2011-11,2011-12,M2_gbm_poisson,18.171212,9.840906,product,8,1.645000,16.188290,35,0.541566,C,11,11.000000,1,9,Forecast,20260818T075922Z-deb02f
23181,BULL DOG BOTTLE TOP WALL CLOCK,2011-11,2011-12,M2_gbm_poisson,34.891640,14.219394,product,8,1.645000,23.390903,59,0.407530,C,25,19.333333,1,9,Forecast,20260818T075922Z-deb02f
23182,TOILET SIGN OCCUPIED OR VACANT,2011-11,2011-12,M2_gbm_poisson,230.835867,161.444539,product,8,1.645000,265.576267,497,0.699391,B,328,309.000000,1,9,Forecast,20260818T075922Z-deb02f
23183,MOTHER'S KITCHEN SPOON REST,2011-11,2011-12,M2_gbm_poisson,31.425581,21.633210,product,8,1.645000,35.586630,68,0.688395,C,19,26.000000,1,9,Forecast,20260818T075922Z-deb02f
23184,BULL DOG BOTTLE OPENER,2011-11,2011-12,M2_gbm_poisson,79.328994,83.190836,product,8,1.645000,136.848925,217,1.048681,B,130,94.333333,1,9,Forecast,20260818T075922Z-deb02f
23185,FRENCH STYLE STORAGE JAR JAM,2011-11,2011-12,M2_gbm_poisson,57.334048,48.625870,product,8,1.645000,79.989556,138,0.848115,C,107,62.666667,1,9,Forecast,20260818T075922Z-deb02f
23186,FRENCH STYLE STORAGE JAR CAFE,2011-11,2011-12,M2_gbm_poisson,159.881361,293.894390,product,8,1.645000,483.456271,644,1.838203,C,479,340.333333,1,9,Forecast,20260818T075922Z-deb02f
23187,FRENCH STYLE STORAGE JAR BONBONS,2011-11,2011-12,M2_gbm_poisson,152.812383,320.368585,product,8,1.645000,527.006322,680,2.096483,C,10,329.333333,1,9,Forecast,20260818T075922Z-deb02f
23188,VINTAGE  2 METER FOLDING RULER,2011-11,2011-12,M2_gbm_poisson,410.839450,8.023905,abc_group,5,1.645000,13.199324,425,0.019531,C,1047,785.000000,1,6,Forecast,20260818T075922Z-deb02f
23189,SET OF 12 FORK CANDLES,2011-11,2011-12,M2_gbm_poisson,142.777233,8.023905,abc_group,3,1.645000,13.199324,156,0.056199,C,183,262.666667,1,4,Forecast,20260818T075922Z-deb02f
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2011-11,2011-12,M2_gbm_poisson,135.259500,73.381509,product,6,1.645000,120.712583,256,0.542524,C,171,209.666667,1,7,Forecast,20260818T075922Z-deb02f
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2011-11,2011-12,M2_gbm_poisson,182.103662,103.000003,product,6,1.645000,169.435004,352,0.565612,C,271,349.000000,1,7,Forecast,20260818T075922Z-deb02f
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2011-11,2011-12,M2_gbm_poisson,312.749248,65.134473,product,6,1.645000,107.146208,420,0.208264,C,690,582.333333,1,7,Forecast,20260818T075922Z-deb02f
23193,BUFFALO BILL TREASURE BOOK BOX,2011-11,2011-12,M2_gbm_poisson,232.551692,253.031117,product,8,1.645000,416.236187,649,1.088064,B,524,258.666667,1,9,Forecast,20260818T075922Z-deb02f
23194,GYMKHANA TREASURE BOOK BOX,2011-11,2011-12,M2_gbm_poisson,231.172536,194.217709,product,8,1.645000,319.488131,551,0.840142,B,555,284.000000,1,9,Forecast,20260818T075922Z-deb02f
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2011-11,2011-12,M2_gbm_poisson,210.151549,8.023905,abc_group,5,1.645000,13.199324,224,0.038182,C,339,357.666667,1,6,Forecast,20260818T075922Z-deb02f
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2011-11,2011-12,M2_gbm_poisson,177.798812,8.023905,abc_group,5,1.645000,13.199324,191,0.045129,C,307,269.333333,1,6,Forecast,20260818T075922Z-deb02f
23198,PANTRY MAGNETIC  SHOPPING LIST,2011-11,2011-12,M2_gbm_poisson,322.213082,8.023905,abc_group,5,1.645000,13.199324,336,0.024902,C,642,629.666667,1,6,Forecast,20260818T075922Z-deb02f
23199,JUMBO BAG APPLES,2011-11,2011-12,M2_gbm_poisson,993.343226,951.741727,product,7,1.645000,1565.615140,2559,0.958120,A,1553,1575.000000,1,8,Forecast,20260818T075922Z-deb02f
23200,JUMBO BAG PEARS,2011-11,2011-12,M2_gbm_poisson,433.525069,352.895346,product,6,1.645000,580.512844,1015,0.814014,B,717,798.000000,1,7,Forecast,20260818T075922Z-deb02f
23201,JUMBO BAG ALPHABET,2011-11,2011-12,M2_gbm_poisson,1151.352165,367.310888,product,7,1.645000,604.226411,1756,0.319026,A,1951,1735.333333,1,8,Forecast,20260818T075922Z-deb02f
23202,JUMBO BAG VINTAGE LEAF,2011-11,2011-12,M2_gbm_poisson,975.998582,488.492459,product,6,1.645000,803.570096,1780,0.500505,A,1573,1331.000000,1,7,Forecast,20260818T075922Z-deb02f
23203,JUMBO BAG VINTAGE DOILY,2011-11,2011-12,M2_gbm_poisson,2004.541822,2317.246720,product,6,1.645000,3811.870854,5817,1.155998,A,3987,3019.333333,1,7,Forecast,20260818T075922Z-deb02f
23204,CHARLOTTE BAG APPLES DESIGN,2011-11,2011-12,M2_gbm_poisson,491.386739,267.378311,product,7,1.645000,439.837321,932,0.544130,B,993,839.666667,1,8,Forecast,20260818T075922Z-deb02f
23205,CHARLOTTE BAG VINTAGE ALPHABET,2011-11,2011-12,M2_gbm_poisson,366.347214,59.393104,product,7,1.645000,97.701657,465,0.162122,B,822,762.333333,1,8,Forecast,20260818T075922Z-deb02f
23206,LUNCH BAG APPLE DESIGN,2011-11,2011-12,M2_gbm_poisson,934.733611,653.927120,product,7,1.645000,1075.710113,2011,0.699587,A,1265,1185.333333,1,8,Forecast,20260818T075922Z-deb02f
23207,LUNCH BAG ALPHABET DESIGN,2011-11,2011-12,M2_gbm_poisson,488.437757,727.248362,product,7,1.645000,1196.323555,1685,1.488927,B,885,670.666667,1,8,Forecast,20260818T075922Z-deb02f
23208,LUNCH BAG VINTAGE LEAF DESIGN,2011-11,2011-12,M2_gbm_poisson,331.543417,361.781828,product,7,1.645000,595.131107,927,1.091205,B,709,638.000000,1,8,Forecast,20260818T075922Z-deb02f
23209,LUNCH BAG VINTAGE DOILY,2011-11,2011-12,M2_gbm_poisson,987.636909,257.952163,product,6,1.645000,424.331307,1412,0.261181,A,1609,1547.000000,1,7,Forecast,20260818T075922Z-deb02f
23210,WHITE ROCKING HORSE HAND PAINTED,2011-11,2011-12,M2_gbm_poisson,363.028833,8.023905,abc_group,5,1.645000,13.199324,377,0.022103,C,887,664.666667,1,6,Forecast,20260818T075922Z-deb02f
23211,RED ROCKING HORSE HAND PAINTED,2011-11,2011-12,M2_gbm_poisson,268.295044,8.023905,abc_group,5,1.645000,13.199324,282,0.029907,C,639,488.666667,1,6,Forecast,20260818T075922Z-deb02f
23212,HEART WREATH DECORATION WITH BELL,2011-11,2011-12,M2_gbm_poisson,248.600293,8.023905,abc_group,5,1.645000,13.199324,262,0.032276,C,543,477.333333,1,6,Forecast,20260818T075922Z-deb02f
23213,STAR WREATH DECORATION WITH BELL,2011-11,2011-12,M2_gbm_poisson,244.536222,8.023905,abc_group,5,1.645000,13.199324,258,0.032813,C,533,422.000000,1,6,Forecast,20260818T075922Z-deb02f
23214,JINGLE BELL HEART ANTIQUE GOLD,2011-11,2011-12,M2_gbm_poisson,121.055034,8.023905,abc_group,5,1.645000,13.199324,135,0.066283,C,232,210.000000,1,6,Forecast,20260818T075922Z-deb02f
23215,JINGLE BELL HEART ANTIQUE SILVER,2011-11,2011-12,M2_gbm_poisson,638.675509,8.023905,abc_group,5,1.645000,13.199324,652,0.012563,C,1546,833.666667,1,6,Forecast,20260818T075922Z-deb02f
23216,LAUREL HEART ANTIQUE GOLD,2011-11,2011-12,M2_gbm_poisson,68.449916,8.023905,abc_group,5,1.645000,13.199324,82,0.117223,C,94,136.666667,1,6,Forecast,20260818T075922Z-deb02f
23217,LAUREL HEART ANTIQUE SILVER,2011-11,2011-12,M2_gbm_poisson,135.277700,8.023905,abc_group,5,1.645000,13.199324,149,0.059314,C,232,320.666667,1,6,Forecast,20260818T075922Z-deb02f
23218,LAUREL STAR ANTIQUE GOLD,2011-11,2011-12,M2_gbm_poisson,67.351508,8.023905,abc_group,4,1.645000,13.199324,81,0.119135,C,143,100.333333,1,5,Forecast,20260818T075922Z-deb02f
23219,LAUREL STAR ANTIQUE SILVER,2011-11,2011-12,M2_gbm_poisson,85.566996,8.023905,abc_group,5,1.645000,13.199324,99,0.093773,C,160,116.333333,1,6,Forecast,20260818T075922Z-deb02f
23220,REINDEER HEART DECORATION GOLD,2011-11,2011-12,M2_gbm_poisson,156.591972,8.023905,abc_group,5,1.645000,13.199324,170,0.051241,C,365,287.333333,1,6,Forecast,20260818T075922Z-deb02f
23221,REINDEER HEART DECORATION SILVER,2011-11,2011-12,M2_gbm_poisson,243.071683,59.717423,product,6,1.645000,98.235161,342,0.245678,C,595,417.000000,1,7,Forecast,20260818T075922Z-deb02f
23222,CHRISTMAS TREE HANGING GOLD,2011-11,2011-12,M2_gbm_poisson,105.232100,8.023905,abc_group,5,1.645000,13.199324,119,0.076250,C,239,236.666667,1,6,Forecast,20260818T075922Z-deb02f
23223,CHRISTMAS TREE HANGING SILVER,2011-11,2011-12,M2_gbm_poisson,112.899918,8.023905,abc_group,5,1.645000,13.199324,127,0.071071,C,225,229.333333,1,6,Forecast,20260818T075922Z-deb02f
23224,CHERUB HEART DECORATION GOLD,2011-11,2011-12,M2_gbm_poisson,84.398628,8.023905,abc_group,5,1.645000,13.199324,98,0.095072,C,187,209.000000,1,6,Forecast,20260818T075922Z-deb02f
23225,CHERUB HEART DECORATION SILVER,2011-11,2011-12,M2_gbm_poisson,210.683056,8.023905,abc_group,5,1.645000,13.199324,224,0.038085,C,442,380.666667,1,6,Forecast,20260818T075922Z-deb02f
23226,FILIGREE HEART DAISY WHITE,2011-11,2011-12,M2_gbm_poisson,112.416500,127.491294,product,6,1.645000,209.723179,323,1.134098,C,168,127.333333,1,7,Forecast,20260818T075922Z-deb02f
23227,FILIGREE HEART BUTTERFLY WHITE,2011-11,2011-12,M2_gbm_poisson,149.516619,52.101233,product,6,1.645000,85.706528,236,0.348464,C,277,232.666667,1,7,Forecast,20260818T075922Z-deb02f
23228,FILIGREE HEART BIRD WHITE,2011-11,2011-12,M2_gbm_poisson,155.106724,115.860297,product,6,1.645000,190.590189,346,0.746971,C,307,241.333333,1,7,Forecast,20260818T075922Z-deb02f
23229,VINTAGE DONKEY TAIL GAME,2011-11,2011-12,M2_gbm_poisson,233.878791,8.023905,abc_group,5,1.645000,13.199324,248,0.034308,C,461,334.333333,1,6,Forecast,20260818T075922Z-deb02f
23230,WRAP ALPHABET DESIGN,2011-11,2011-12,M2_gbm_poisson,256.902502,365.358897,product,10,1.645000,601.015386,858,1.422169,B,900,683.333333,1,11,Forecast,20260818T075922Z-deb02f
23231,WRAP DOILEY DESIGN,2011-11,2011-12,M2_gbm_poisson,215.576541,261.461847,product,10,1.645000,430.104739,646,1.212849,B,550,641.333333,1,11,Forecast,20260818T075922Z-deb02f
23232,WRAP VINTAGE LEAF DESIGN,2011-11,2011-12,M2_gbm_poisson,382.322816,258.205761,product,10,1.645000,424.748477,808,0.675361,B,1025,1033.333333,1,11,Forecast,20260818T075922Z-deb02f
23233,WRAP POPPIES  DESIGN,2011-11,2011-12,M2_gbm_poisson,154.781467,201.959772,product,10,1.645000,332.223825,488,1.304806,C,225,533.333333,1,11,Forecast,20260818T075922Z-deb02f
23234,BISCUIT TIN VINTAGE CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,211.059745,8.023905,abc_group,5,1.645000,13.199324,225,0.038017,C,347,397.666667,1,6,Forecast,20260818T075922Z-deb02f
23235,STORAGE TIN VINTAGE LEAF,2011-11,2011-12,M2_gbm_poisson,40.970547,8.023905,abc_group,5,1.645000,13.199324,55,0.195846,C,19,41.000000,1,6,Forecast,20260818T075922Z-deb02f
23236,STORAGE TIN VINTAGE DOILY,2011-11,2011-12,M2_gbm_poisson,261.557475,8.023905,abc_group,5,1.645000,13.199324,275,0.030677,C,294,367.666667,1,6,Forecast,20260818T075922Z-deb02f
23237,SET OF 4 KNICK KNACK TINS LEAF,2011-11,2011-12,M2_gbm_poisson,91.493142,8.023905,abc_group,5,1.645000,13.199324,105,0.087700,C,166,139.666667,1,6,Forecast,20260818T075922Z-deb02f
23238,SET OF 4 KNICK KNACK TINS LONDON,2011-11,2011-12,M2_gbm_poisson,179.728231,8.023905,abc_group,5,1.645000,13.199324,193,0.044645,C,274,264.000000,1,6,Forecast,20260818T075922Z-deb02f
23239,SET OF 4 KNICK KNACK TINS POPPIES,2011-11,2011-12,M2_gbm_poisson,64.975158,8.023905,abc_group,5,1.645000,13.199324,79,0.123492,C,87,85.333333,1,6,Forecast,20260818T075922Z-deb02f
23240,SET OF 4 KNICK KNACK TINS DOILY,2011-11,2011-12,M2_gbm_poisson,308.035735,8.023905,abc_group,5,1.645000,13.199324,322,0.026049,C,567,623.666667,1,6,Forecast,20260818T075922Z-deb02f
23241,TREASURE TIN GYMKHANA DESIGN,2011-11,2011-12,M2_gbm_poisson,205.240613,8.023905,abc_group,5,1.645000,13.199324,219,0.039095,C,286,363.000000,1,6,Forecast,20260818T075922Z-deb02f
23242,TREASURE TIN BUFFALO BILL,2011-11,2011-12,M2_gbm_poisson,132.297193,8.023905,abc_group,5,1.645000,13.199324,146,0.060651,C,141,212.000000,1,6,Forecast,20260818T075922Z-deb02f
